City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
171,nuevo progreso,23.1667,-97.95,76.46,73,20,1.01,MX,1682951683
172,agutaya,11.148,120.9417,84.54,79,88,20.0,PH,1682951683
173,klaksvik,62.2266,-6.589,41.92,76,99,22.24,FO,1682951684
174,enzan,35.7,138.7333,50.54,73,0,3.87,JP,1682951684
175,stavyshche,50.4,29.5333,55.78,41,6,9.35,UA,1682951685
176,alta floresta,-9.8756,-56.0861,93.02,62,0,5.75,BR,1682951685
177,bafra,41.5678,35.9069,59.72,69,83,4.16,TR,1682951685
178,mogadishu,2.0371,45.3438,83.05,76,33,14.54,SO,1682951686
179,aksu,41.1231,80.2644,73.08,14,73,5.88,CN,1682951519
180,knin,44.0439,16.2,64.89,73,100,3.96,HR,1682951687
181,tuktoyaktuk,69.4541,-133.0374,21.2,93,100,12.66,CA,1682951688
182,narsaq,60.9167,-46.05,44.82,52,42,5.79,GL,1682951688
183,sibolga,1.7427,98.7792,79.32,87,96,2.75,ID,1682951689
184,sao felix do xingu,-6.6447,-51.995,78.96,92,100,0.94,BR,1682951689
185,dubbo,-32.25,148.6167,51.93,82,100,5.75,AU,1682951689
186,ambilobe,-13.2,49.05,75.92,82,100,1.9,MG,1682951690
187,balkanabat,39.5108,54.3671,84.16,24,96,10.78,TM,1682951690
188,yellowknife,62.456,-114.3525,43.32,56,100,12.66,CA,1682951628
189,kruisfontein,-34.0033,24.7314,71.89,70,24,13.89,ZA,1682951691
190,lorengau,-2.0226,147.2712,81.91,79,100,7.9,PG,1682951692
191,urengoy,65.9667,78.3667,16.79,85,2,8.39,RU,1682951693
192,garsten,47.9987,14.4035,69.39,48,100,2.73,AT,1682951695
193,palmer,42.1584,-72.3287,53.82,77,75,13.8,US,1682951658
194,salalah,17.0151,54.0924,87.89,74,75,12.66,OM,1682951695
195,fayaoue,-20.65,166.5333,78.84,76,100,10.2,NC,1682951697
196,luba,3.4568,8.5547,80.49,84,100,4.05,GQ,1682951697
197,hithadhoo,-0.6,73.0833,82.74,78,100,12.06,MV,1682951699
198,port lincoln,-34.7333,135.8667,60.26,84,10,11.52,AU,1682951699
199,margate,51.3813,1.3862,61.88,68,28,10.92,GB,1682951700
200,surt,31.2089,16.5887,72.07,63,89,19.42,LY,1682951701
201,tuatapere,-46.1333,167.6833,50.27,80,85,4.18,NZ,1682951500
202,tres coracoes,-21.6969,-45.2533,74.17,59,0,4.85,BR,1682951703
203,geraldton,-28.7667,114.6,59.41,82,0,11.5,AU,1682951471
204,vila franca do campo,37.7167,-25.4333,61.21,74,100,10.07,PT,1682951707
205,clyde river,70.4692,-68.5914,21.43,93,20,2.3,CA,1682951708
206,faanui,-16.4833,-151.75,81.3,80,100,13.62,PF,1682951711
207,natal,-5.795,-35.2094,86.65,65,40,11.5,BR,1682951712
208,fortuna,40.5982,-124.1573,49.93,89,100,5.01,US,1682951500
209,wanning,18.8003,110.3967,77.32,88,26,5.39,CN,1682951714
210,lagos,6.5833,3.75,82.72,65,99,8.12,NG,1682951618
211,msanga,-6.05,36.0333,76.86,57,88,6.51,TZ,1682951717
212,igrim,63.1906,64.4162,32.68,95,100,5.3,RU,1682951533
213,kamaishi,39.2667,141.8833,49.33,83,97,9.6,JP,1682951718
214,benguela,-12.5763,13.4055,83.55,71,53,9.66,AO,1682951607
215,vire,48.9167,-0.8333,58.39,75,84,11.61,FR,1682951720
216,college,64.8569,-147.8028,32.32,77,75,5.75,US,1682951721
217,kamskiye polyany,55.4307,51.4171,83.21,39,32,16.04,RU,1682951721
218,gela,37.0803,14.2307,74.26,76,78,11.65,IT,1682951722
219,tiznit,29.5833,-9.5,81.09,33,21,12.41,MA,1682951722
220,camargo,27.6667,-105.1667,76.82,18,95,4.47,MX,1682951724
221,trelew,-43.249,-65.3051,55.71,33,0,24.18,AR,1682951724
222,boa viagem,-5.1275,-39.7322,86.16,56,80,6.8,BR,1682951725
223,tete,-16.1564,33.5867,79.0,54,100,5.39,MZ,1682951727
224,eureka,40.8021,-124.1637,50.74,94,100,11.99,US,1682951727
225,axim,4.8699,-2.2405,84.97,69,100,10.58,GH,1682951728
226,kaitangata,-46.2817,169.8464,49.62,96,86,5.1,NZ,1682951509
227,jining,35.405,116.5814,62.1,47,100,9.62,CN,1682951731
228,pangkalanbuun,-2.6833,111.6167,75.96,94,99,1.5,ID,1682951731
229,torbay,47.6666,-52.7314,40.57,84,100,23.02,CA,1682951720
230,blackfoot,43.1905,-112.345,62.55,48,42,6.13,US,1682951733
231,la tijera,19.9,-104.4,70.34,19,47,1.1,MX,1682951733
232,qasigiannguit,68.8193,-51.1922,35.85,58,4,1.05,GL,1682951733
233,komatipoort,-25.4332,31.9548,83.05,47,0,7.09,ZA,1682951735
234,seymchan,62.8833,152.4333,25.63,92,100,3.15,RU,1682951735
235,goya,-29.14,-59.2626,60.62,68,100,11.45,AR,1682951736
236,brigantine,39.4101,-74.3646,61.2,52,20,16.11,US,1682951695
237,ponta delgada,37.7333,-25.6667,61.52,88,40,10.36,PT,1682951738
238,hamilton,39.1834,-84.5333,46.62,82,100,14.97,US,1682951482
239,constitucion,-35.3333,-72.4167,56.01,50,3,8.34,CL,1682951740
240,adrar,20.5022,-10.0711,104.97,5,0,11.7,MR,1682951741
241,lerwick,60.1545,-1.1494,42.8,67,100,19.44,GB,1682951742
242,filadelfia,39.9523,-75.1638,59.5,50,20,26.46,US,1682951631
243,asau,46.4333,26.4,61.72,50,25,6.31,RO,1682951594
244,tasiilaq,65.6145,-37.6368,35.76,63,6,2.15,GL,1682951743
245,ilhabela,-23.7781,-45.3581,78.24,73,61,4.25,BR,1682951744
246,motril,36.7507,-3.5179,93.27,41,84,2.42,ES,1682951745
247,airai,-8.9266,125.4092,59.45,95,92,1.7,TL,1682951529
248,pontianak,-0.0333,109.3333,80.58,94,20,5.75,ID,1682951596
249,ostrovnoy,68.0531,39.5131,34.56,99,100,9.44,RU,1682951745
250,sulangan,11.1373,123.7228,83.88,76,100,12.8,PH,1682951551
251,khash,28.2211,61.2158,72.09,33,86,11.48,IR,1682951748
252,faya,18.3851,42.4509,62.71,56,24,8.48,SA,1682951529
253,ketchikan,55.3422,-131.6461,46.87,87,0,4.61,US,1682951748
254,ayagoz,47.9714,80.4392,37.31,53,64,14.41,KZ,1682951750
255,newport,51.5877,-2.9984,65.68,76,75,9.48,GB,1682951006
256,acapulco,16.8634,-99.8901,76.82,69,20,3.44,MX,1682951750
257,mulege,26.8833,-111.9833,75.6,37,25,2.17,MX,1682951641
258,bahia honda,22.9036,-83.1592,79.77,51,14,6.71,CU,1682951751
259,port-gentil,-0.7193,8.7815,87.76,70,40,8.05,GA,1682951541
260,fairmont,39.4851,-80.1426,44.71,92,100,1.01,US,1682951229
261,sitrah,26.1547,50.6206,88.02,65,0,14.97,BH,1682951752
262,cap-haitien,19.7578,-72.2042,81.7,70,52,9.33,HT,1682951753
263,mayor pablo lagerenza,-19.9309,-60.7718,81.43,69,91,8.84,PY,1682951753
264,praia,14.9215,-23.5087,90.14,23,20,12.66,CV,1682951753
265,batagay-alyta,67.8006,130.4114,16.9,97,97,4.21,RU,1682951754
266,port hardy,50.6996,-127.4199,48.38,100,100,2.3,CA,1682951754
267,ponta do sol,32.6667,-17.1,81.72,39,83,7.14,PT,1682951589
268,caravelas,-17.7125,-39.2481,81.32,73,79,6.15,BR,1682951755
269,nicoya,10.1483,-85.452,86.07,57,77,5.66,CR,1682951757
270,iraucuba,-3.7461,-39.7833,85.95,61,99,5.59,BR,1682951757
271,merauke,-8.4667,140.3333,78.73,89,96,11.34,ID,1682951758
272,namuac,18.6109,121.1657,79.66,90,23,11.83,PH,1682951759
273,san cristobal,7.7669,-72.225,77.18,49,91,8.19,VE,1682951760
274,burnie,-41.0667,145.9167,54.95,86,62,10.85,AU,1682951538
275,borger,52.9233,6.7931,66.27,57,99,9.4,NL,1682951761
276,helong,42.5397,128.9972,42.24,70,1,5.19,CN,1682951762
277,tsabong,-26.0217,22.401,84.97,27,99,8.75,BW,1682951764
278,laguna,38.421,-121.4238,53.4,75,75,13.8,US,1682951766
279,iquique,-20.2208,-70.1431,69.84,68,35,3.27,CL,1682951655
280,kamenka,51.3223,42.7678,57.63,75,84,6.08,RU,1682951498
281,ayr,55.4627,-4.6339,63.32,71,40,11.5,GB,1682951769
282,porto novo,6.4965,2.6036,89.42,69,99,7.25,BJ,1682951771
283,son la,21.3167,103.9,70.21,87,6,3.76,VN,1682951772
284,sao miguel do araguaia,-13.275,-50.1628,87.84,50,0,3.78,BR,1682951773
285,pokosnoye,55.5258,101.0536,28.96,82,87,4.45,RU,1682951774
286,belaya gora,68.5333,146.4167,15.96,96,98,4.76,RU,1682951774
287,thessalon,46.2501,-83.5666,41.29,97,100,15.32,CA,1682951776
288,tuy hoa,13.0833,109.3,77.63,88,28,4.61,VN,1682951776
289,harper,4.375,-7.7169,83.17,68,98,4.34,LR,1682951778
290,poltavka,54.3663,71.7632,47.16,36,0,11.63,RU,1682951779
291,kashi,39.4547,75.9797,70.81,21,40,20.13,CN,1682951779
292,santa maria,-29.6842,-53.8069,76.3,69,75,4.61,BR,1682951780
293,dali,25.7,100.1833,56.98,74,5,4.99,CN,1682951781
294,sao joao da barra,-21.6403,-41.0511,80.69,74,69,5.7,BR,1682951781
295,vostok,46.4856,135.8833,32.22,94,7,5.75,RU,1682951784
296,saint anthony,45.0205,-93.218,46.89,44,0,26.46,US,1682951785
297,saldanha,-33.0117,17.9442,61.23,75,100,16.13,ZA,1682951787
298,luderitz,-26.6481,15.1594,65.23,63,0,15.86,NA,1682951788
299,kharabali,47.4196,47.2568,64.67,57,100,10.27,RU,1682951789
300,maamba,-17.3667,27.15,80.6,34,45,4.56,ZM,1682951790
301,ajaccio,42.0,8.9167,60.78,72,100,9.22,FR,1682951788
302,lethem,3.3803,-59.7968,87.91,52,71,11.72,GY,1682951792
303,santa cruz cabralia,-16.2781,-39.0247,80.83,78,75,5.75,BR,1682951794
304,tiksi,71.6872,128.8694,25.99,96,100,8.34,RU,1682951795
305,rockport,28.0206,-97.0544,78.82,86,20,13.8,US,1682951795
306,high rock,26.6208,-78.2833,75.22,64,14,13.94,BS,1682951796
307,pisco,-13.7,-76.2167,72.01,78,24,8.05,PE,1682951796
308,korla,41.7597,86.1469,68.16,28,5,13.02,CN,1682951797
309,mapiri,-15.25,-68.1667,79.77,74,82,0.38,BO,1682951797
310,sisimiut,66.9395,-53.6735,32.83,73,14,4.74,GL,1682951797
311,otradnoye,59.7775,30.8181,51.85,40,3,9.13,RU,1682951798
312,iqaluit,63.7506,-68.5145,24.53,85,75,3.44,CA,1682951769
313,taybad,34.74,60.7756,80.69,20,100,17.11,IR,1682951800
314,lufilufi,-13.8745,-171.5986,82.38,75,54,19.62,WS,1682951800
315,nanortalik,60.1432,-45.2371,35.01,58,55,3.91,GL,1682951801
316,bambous virieux,-20.3428,57.7575,79.05,89,75,0.0,MU,1682951802
317,oussouye,12.485,-16.5469,95.18,42,35,10.11,SN,1682951802
318,narasannapeta,18.4167,84.05,76.37,76,100,1.9,IN,1682951802
319,kushmurun,52.4503,64.6311,55.94,28,98,9.98,KZ,1682951803
320,nisia floresta,-6.0911,-35.2086,86.81,54,67,10.4,BR,1682951804
321,venice,27.0998,-82.4543,79.07,64,20,9.22,US,1682951453
322,manavalakurichi,8.1333,77.3,80.94,85,100,7.25,IN,1682951805
323,alegrete,-29.7831,-55.7919,66.7,89,98,11.18,BR,1682951805
324,sayyan,15.1718,44.3244,64.9,54,94,0.11,YE,1682951807
325,general pico,-35.6566,-63.7568,62.87,24,0,6.26,AR,1682951808
326,mehamn,71.0357,27.8492,37.31,100,100,5.75,NO,1682951809
327,guasdualito,7.2424,-70.7324,87.76,70,20,3.44,VE,1682951810
328,stabat,3.761,98.4513,84.4,96,100,2.59,ID,1682951810
329,carutapera,-1.195,-46.02,85.08,70,62,6.29,BR,1682951812
330,chuguyevka,44.1653,133.8633,34.3,93,1,4.12,RU,1682951813
331,salym,60.0625,71.4789,31.89,78,2,6.6,RU,1682951815
332,aklavik,68.2191,-135.0107,17.6,79,100,10.36,CA,1682951817
333,dudinka,69.4058,86.1778,7.43,80,10,7.47,RU,1682951817
334,hofn,64.2539,-15.2082,38.05,54,10,5.97,IS,1682951819
335,sorland,67.667,12.6934,40.86,81,20,14.97,NO,1682951820
336,flinders,-34.5833,150.8552,56.37,73,3,10.13,AU,1682951821
337,kemijarvi,66.7131,27.4306,34.72,97,99,7.31,FI,1682951598
338,xam nua,20.4197,104.0439,66.61,96,50,2.42,LA,1682951823
339,saint george,37.1041,-113.5841,66.79,24,0,5.75,US,1682951691
340,gimli,50.6336,-96.9907,37.42,70,26,16.11,CA,1682951825
341,odweyne,9.4092,45.064,74.43,66,100,5.64,SO,1682951600
342,olean,42.0776,-78.4297,41.68,81,100,11.5,US,1682951826
343,ahuimanu,21.4447,-157.8378,74.19,88,40,4.61,US,1682951827
344,bethel,41.3712,-73.414,59.02,61,40,16.11,US,1682951830
345,ayan,56.45,138.1667,21.11,94,37,3.56,RU,1682951831
346,bilma,18.6853,12.9164,101.89,6,0,1.01,NE,1682951563
347,yazd,31.8972,54.3675,86.11,13,20,4.61,IR,1682951704
348,nouadhibou,20.931,-17.0347,69.49,73,0,19.53,MR,1682951549
349,kuching,1.55,110.3333,79.02,89,40,2.3,MY,1682951838
350,troitskoye,52.9821,84.6757,34.47,79,100,5.61,RU,1682951840
351,daru,-9.0763,143.2092,80.42,89,46,14.29,PG,1682951820
352,nea karvali,40.9617,24.51,69.76,69,40,5.75,GR,1682951842
353,doiwala,30.1833,78.1167,66.79,94,100,3.44,IN,1682951844
354,juquia,-24.3208,-47.6347,82.33,58,27,1.79,BR,1682951845
355,mezen,65.8522,44.24,33.33,99,100,8.39,RU,1682951846
356,ginda,30.6945,78.4932,51.73,85,98,3.2,IN,1682951847
357,texarkana,33.4251,-94.0477,67.84,39,0,4.61,US,1682951847
358,shubarkuduk,49.1447,56.4872,69.55,29,2,9.98,KZ,1682951848
359,saint-joseph,-21.3667,55.6167,77.38,82,26,3.27,RE,1682951849
360,shingu,33.7333,135.9833,51.6,65,0,6.58,JP,1682951850
361,rio branco do sul,-25.19,-49.3142,79.34,68,0,3.02,BR,1682951851
362,sandovo,58.4602,36.4128,43.0,63,98,10.98,RU,1682951852
363,atasu,48.6814,71.6433,47.62,49,21,15.66,KZ,1682951853
364,santa cruz,-17.8,-63.1667,81.86,78,75,11.5,BO,1682951854
365,katobu,-4.9408,122.5276,75.49,93,100,3.74,ID,1682951854
366,shangrao,28.4532,117.9686,62.91,68,95,3.8,CN,1682951854
367,camopi,3.1655,-52.3158,81.03,85,62,4.61,GF,1682951855
368,deputatskiy,69.3,139.9,18.37,97,100,1.66,RU,1682951856
369,iquitos,-3.7481,-73.2472,80.64,94,75,5.75,PE,1682951564
370,kedougou,12.5579,-12.1743,106.77,13,65,4.7,SN,1682951859
371,gaya,24.7833,85.0,80.51,61,40,4.61,IN,1682951859
372,waipawa,-41.4122,175.5153,58.1,96,50,6.73,NZ,1682951860
373,viedma,-40.8135,-62.9967,58.42,30,0,14.47,AR,1682951861
374,banda aceh,5.5577,95.3222,82.72,80,95,4.32,ID,1682951861
375,talnakh,69.4865,88.3972,6.67,90,16,2.44,RU,1682951862
376,itarema,-2.9248,-39.9167,84.49,70,100,9.22,BR,1682951862
377,nuuk,64.1835,-51.7216,32.61,80,75,4.61,GL,1682951863
378,auki,-8.7676,160.7034,78.76,86,98,3.85,SB,1682951578
379,dongsheng,39.8161,109.9776,56.25,38,1,11.5,CN,1682951865
380,taoudenni,22.6783,-3.9836,110.17,3,0,4.03,ML,1682951866
381,fairbanks,64.8378,-147.7164,32.34,78,40,5.75,US,1682951824
382,humaita,-7.5061,-63.0208,80.29,82,99,2.19,BR,1682951868
383,oudtshoorn,-33.5907,22.2014,61.16,51,21,12.01,ZA,1682951870
384,rafsanjan,30.4067,55.9939,79.25,16,1,8.16,IR,1682951870
